Nome;Condição;Tipo;UF;Município;Coordenada(s)_geográfica(s);Contatos;Bens_vinculados_Condição;Bens_vinculados_Nome;Bens_vinculados_Categoria;Bens_vinculados_Abrangência;Ações_vinculados_Tipo;Ações_vinculados_Nome;Ações_vinculados_Instrumento;Ações_vinculados_Situação;Página
Conjunto de Carimbó Tentadores de Arsênio;Partícipe;Grupos de detentores;PA;Marapanim;-0,7122765627766313   -47,69772466450906;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/401/
Conjunto de Carimbó  Som dos Paraenses;Partícipe;Grupos de detentores;PA;Marapanim;-0,8872682190920838   -47,8017085435973;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/402/
Conjunto de Carimbó Alegria da Vila Maú;Partícipe;Grupos de detentores;PA;Marapanim;-0,8752533440599422   -47,80085023671291;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/403/
"Conjunto de Carimbó ""Rouxinol'";Partícipe;Grupos de detentores;PA;Marapanim;-0,7193199858385438   -47,69695001283578;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/404/
Conjunto de Carimbó os Pacas de Marudá;Partícipe;Grupos de detentores;PA;Marapanim;-0,6281682503720756   -47,637686097918404;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/405/
Conjunto de Carimbó Flor de Natal;Partícipe;Grupos de detentores;PA;Marapanim;-0,7119332665388192   -47,699655854999584;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/406/
Conjunto Borboletas do Mar;Partícipe;Grupos de detentores;PA;Marapanim;-0,7126198589888463   -47,69725259572279;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/407/
Conjunto Raízes da Terra;Partícipe;Grupos de detentores;PA;Marapanim;-0,7085217587886053   -47,6953643205759;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/408/
Conjunto Os Originais;Partícipe;Grupos de detentores;PA;Marapanim;-0,8851227085400617   -47,80063565999295;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/409/
Conjunto Flor do Mangue;Partícipe;Grupos de detentores;PA;Marapanim;-0,7104098891754417   -47,69918378621331;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/410/
Conjunto Alegria de Porto Alegre;Partícipe;Grupos de detentores;PA;Marapanim;-0,7134780994074665   -47,70008500844222;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/411/
Conjunto Os Veteranos de Vista Alegre;Partícipe;Grupos de detentores;PA;Marapanim;-0,7122765627766313   -47,69862588673797;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/412/
Conjunto Verde-Rama;Partícipe;Grupos de detentores;PA;Marapanim;-0,7136497474719852   -47,698969209491544;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/413/
Conjunto Seguidores do Carimbó;Partícipe;Grupos de detentores;PA;Marapanim;-0,7110750258325368   -47,69759591847635;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/414/
Conjunto Maçariquinho;Partícipe;Grupos de detentores;PA;Marapanim;-0,7084466626777604   -47,69379791051166;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/415/
Conjunto Faixa Branca;Partícipe;Grupos de detentores;PA;Marapanim;-0,9428150454887166   -47,645904386341286;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/416/
Conjunto Beija-Flor;Partícipe;Grupos de detentores;PA;Marapanim;-0,6285115524811026   -47,64541085988229;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/417/
Conjunto Beija-Flor (Jarandeua);Partícipe;Grupos de detentores;PA;Marapanim;-0,7122765627766313   -47,70995553761661;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/418/
Conjunto Descendentes de Itacoã;Partícipe;Grupos de detentores;PA;Marapanim;-0,711654338326779   -47,69899066716336;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/419/
Conjunto Sereia do Mar;Partícipe;Grupos de detentores;PA;Marapanim;-1,0223469331433086   -47,74609025746572;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/420/
Conjunto Raízes de Cheiro;Partícipe;Grupos de detentores;PA;Marapanim;-0,8857234516198899   -47,80162271291003;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/421/
Conjunto Pindorama;Partícipe;Grupos de detentores;PA;Marapanim;-0,7112466739865562   -47,69708093434556;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/422/
Conjunto Alegria da Terra;Partícipe;Grupos de detentores;PA;Marapanim;-0,7110808816830796   -47,69695001283578;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/423/
Conjunto Uirapuru;Partícipe;Grupos de detentores;PA;Marapanim;-0,7025140660849916   -47,69745644360551;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/424/
Conjunto Os Brasas;Partícipe;Grupos de detentores;PA;Marapanim;-0,7115899702754734   -47,69931253224602;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/425/
Conjunto Brasileirinhos;Partícipe;Grupos de detentores;PA;Marapanim;-0,7191424821461849   -47,700342500507624;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/426/
Conjunto Os Canarinhos de Cruzador;Partícipe;Grupos de detentores;PA;Marapanim;-0,7095301921592218   -47,696737611591985;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/427/
Associação Artístico Cultural Nhandeva;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);RJ;Paraty;-23,22301466428961   -44,72372682982;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Culturas de fibra;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/428/
Associação Filmes de Quintal;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);MG;Belo Horizonte;-19,919870410904526   -43,93302503791716;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento||Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Livro vivo: Medicina tradicional Huni Kuin||Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2011 – Mapeamento e Salvaguarda do Patrimônio Cultural Imaterial||Edital PNPI 2011 - Mapeamento e Salvaguarda do saber quilombola do Jucá do Quilombo de Volta do Campo Grande, Vale do Canindé, Semi-Árido Piauiense;Ação de salvaguarda||Ação de salvaguarda||Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída||Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/429/
Associação Cultural e Religiosa São Salvador - Ilê Axé Oxumarê;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);BA;Salvador;-12,997989702469818   -38,505898335347815;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Memória e história da Casa de Oxumaré: Tradição ancestral e saber preservado;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/430/
Associação dos Voluntários para o Bem Comum;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);CE;Juazeiro do Norte;-7,225877439276053   -39,312900929483234;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;"Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||""Edital PNPI 2010 - O museu que há em nós: pesquisa/mapeamento dos saberes, modos de fazer, formas de expressão, festas, rituais, celebrações, lugares e espaços de importância coletiva para a comunidade do Horto em Juazeiro do Norte""";Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/431/
Centro de Documentação e Comunicação Popular – CECOP;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);RN;Natal;-5,788279867404   -35,199842210642046;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Patrimônio Imaterial: Mapeamento e Difusão;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/432/
Prefeitura Municipal de São Sebastião;Partícipe;Instituição pública municipal;SP;São Sebastião;-23,804159232188127   -45,40748936983958;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Preservação dos processos culturais da sociedade sebastianense;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/433/
INBRAPI - Instituto Indígena Brasileiro para Propriedade Intelectual;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);DF;Brasília;-15,809448096439153   -47,8923213060868;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Projeto EG RÁ - Nossas Marcas;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/434/
Associação Civil Capoeira Cidadã;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);RJ;Rio de Janeiro;-22,902148875381187   -43,227923378960696;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Apoio e fomento||Apoio e fomento;Edital do Programa Nacional do Patrimônio Imaterial (PNPI) 2010 - Edital Mapeamento, Documentação, Apoio e Fomento ao Patrimônio Cultural Imaterial||Edital PNPI 2010 - Projeto Quero Ver Pegar;Ação de salvaguarda||Ação de salvaguarda;Concluída||Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/435/
